City ID,City,Country,Date,Max Temp,Clouds,Humidity,Wind Speed,Lat,Lng
169,Saldanha,ZA,1601155111,48.2,15,70,1.12,-33.01,17.94
170,Te Anau,NZ,1601154987,40.87,100,91,1.88,-45.42,167.72
171,Ayan,RU,1601155114,46.58,0,81,2.55,56.45,138.17
172,Lensk,RU,1601155248,43.05,100,80,8.88,60.73,114.93
173,Castro,BR,1601155249,74.82,0,45,4.43,-24.79,-50.01
174,Chokurdakh,RU,1601155249,35.94,99,80,9.93,70.63,147.92
175,Kruisfontein,ZA,1601155249,48.47,0,69,11.97,-34.0,24.73
176,Viedma,AR,1601155115,67.57,100,58,4.09,-40.81,-63.0
177,Umluj,SA,1601155064,84.96,0,50,9.84,25.02,37.27
178,Jalor,IN,1601155249,79.34,0,62,8.03,25.35,72.62
179,Petatlán,MX,1601155250,91.4,75,63,5.82,17.52,-101.27
180,Cairns,AU,1601155216,68.0,65,88,1.12,-16.92,145.77
181,Lompoc,US,1601155018,75.99,1,56,18.34,34.64,-120.46
182,São Gabriel da Cachoeira,BR,1601155250,85.86,90,69,1.77,-0.13,-67.09
183,Vestmanna,FO,1601155250,46.4,100,81,12.75,62.16,-7.17
184,Shingū,JP,1601155181,66.34,95,88,5.64,33.73,135.98
185,Normandin,CA,1601155251,73.4,75,60,10.29,48.83,-72.53
186,Boussé,BF,1601155251,82.4,21,74,2.24,12.66,-1.89
187,Zhovkva,UA,1601155251,53.6,75,100,4.47,50.06,23.97
188,Nizwá,OM,1601155252,81.05,0,35,5.12,22.93,57.53
189,Nantucket,US,1601155076,68.0,90,82,5.82,41.28,-70.1
190,Samaipata,BO,1601155252,74.95,0,45,11.92,-18.15,-63.87
191,Porto Velho,BR,1601155041,86.0,75,62,3.36,-8.76,-63.9
192,Noumea,NC,1601155252,75.2,90,78,6.93,-22.28,166.46
193,Codrington,AU,1601155084,44.98,43,80,7.31,-38.27,141.97
194,Tungor,RU,1601155253,46.47,100,89,10.09,53.38,142.96
195,Rome,US,1601155235,78.8,90,47,9.17,43.21,-75.46
196,Livingston,GB,1601155253,45.0,0,93,2.24,55.9,-3.52
197,Manaus,BR,1601155094,78.8,75,83,2.24,-3.1,-60.02
198,Adrar,MR,1601155254,99.45,0,9,11.92,20.5,-10.07
199,Santa Ana,US,1601154995,84.99,20,57,10.29,33.75,-117.87
200,Big Rapids,US,1601155254,75.99,1,60,8.05,43.7,-85.48
201,Touros,BR,1601155056,78.8,20,74,13.87,-5.2,-35.46
202,Vyartsilya,RU,1601155255,53.96,65,86,5.93,62.18,30.69
203,Tuatapere,NZ,1601155082,45.0,100,91,17.0,-46.13,167.68
204,Bathsheba,BB,1601154996,86.0,40,74,14.99,13.22,-59.52
205,Coyhaique,CL,1601155255,55.4,75,47,6.93,-45.58,-72.07
206,Neiafu,TO,1601155255,78.8,20,65,12.75,-18.65,-173.98
207,Mandalgovi,MN,1601155256,40.68,26,58,8.59,45.76,106.27
208,Shimoda,JP,1601155256,60.01,100,96,11.7,34.67,138.95
209,Mikhaylovka,RU,1601155256,57.99,79,39,7.0,50.06,43.24
