City ID,City,Country,Date,Max Temp,Clouds,Humidity,Wind Speed,Lat,Lng
247,Nanortalik,GL,1601160147,38.21,85,81,11.07,60.14,-45.24
248,Beringovskiy,RU,1601159560,36.57,15,76,16.02,63.05,179.32
249,Beloha,MG,1601160147,67.73,0,86,3.42,-25.17,45.05
250,San Cristobal,VE,1601160147,87.8,40,55,10.29,7.77,-72.22
251,Mahibadhoo,MV,1601160148,81.86,94,76,8.05,3.78,72.97
252,Camaná,PE,1601160148,59.7,88,79,8.14,-16.62,-72.71
253,Berlevåg,NO,1601160148,41.61,6,67,17.0,70.86,29.09
254,Tieling,CN,1601160149,59.0,0,77,5.91,42.29,123.84
255,Usinsk,RU,1601160149,49.23,75,93,13.2,65.99,57.53
256,Kysyl-Syr,RU,1601160149,45.55,100,95,5.99,63.9,122.76
257,Brownsville,US,1601159850,91.4,20,59,14.99,25.9,-97.5
258,Russell,US,1601159636,82.4,20,54,3.18,32.35,-85.2
259,East London,ZA,1601160150,55.83,4,54,16.98,-33.02,27.91
260,Krasnyy Luch,UA,1601160150,61.18,13,44,17.09,48.14,38.94
261,Radzionków,PL,1601160150,46.99,100,91,1.01,50.4,18.9
262,Sobolevo,RU,1601160150,56.7,0,60,12.41,54.43,31.9
263,Sakakah,SA,1601160151,78.8,0,27,9.17,29.97,40.21
264,Pueblo,US,1601160151,93.2,1,7,18.34,38.25,-104.61
265,Carnarvon,AU,1601160151,57.2,2,100,8.05,-24.87,113.63
266,Ust'-Ishim,RU,1601160151,45.23,98,82,4.09,57.69,71.17
267,Kudahuvadhoo,MV,1601160151,82.53,67,74,9.19,2.67,72.89
268,Araouane,ML,1601160152,94.57,0,10,1.63,18.9,-3.53
269,Ban Tak,TH,1601160152,74.86,97,87,4.21,17.04,99.08
270,Narsaq,GL,1601160152,33.55,17,88,3.49,60.92,-46.05
271,Kumul,CN,1601160152,54.48,1,38,12.15,42.8,93.45
272,Haines Junction,CA,1601159553,48.76,99,70,6.08,60.75,-137.51
273,Saldanha,ZA,1601160153,46.4,27,75,1.12,-33.01,17.94
274,General Pico,AR,1601160153,53.55,93,96,4.83,-35.66,-63.76
